"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"3447","GO:0006950",1.23578314617317e-18,1,273,3452,"response to stress","BP",2.70809518652388e-14
"4534","GO:0009893",6.45805359946302e-18,1,258,3210,"positive regulation of metabolic process","BP",7.07608932893163e-14
"13296","GO:0050896",1.24928377067365e-17,1,459,7019,"response to stimulus","BP",9.12560151684744e-14
"4730","GO:0010604",2.23896302343622e-17,1,241,2950,"positive regulation of macromolecule metabolic process","BP",1.22661589238953e-13
"4577","GO:0010033",6.68877333322884e-17,1,228,2767,"response to organic substance","BP",2.93155557648754e-13
"9005","GO:0034097",1.65320886370842e-16,1,114,1038,"response to cytokine","BP",6.03806983988437e-13
"15963","GO:0071345",2.20042569975748e-16,1,108,961,"cellular response to cytokine stimulus","BP",6.88858982635507e-13
"15241","GO:0065009",6.4211324118052e-16,1,212,2551,"regulation of molecular function","BP",1.75890869590374e-12
"10810","GO:0042981",8.79192790342969e-16,1,130,1289,"regulation of apoptotic process","BP",2.14073675639731e-12
"10868","GO:0043067",2.54754386376279e-15,1,130,1307,"regulation of programmed cell death","BP",5.58268762304978e-12
"4975","GO:0010941",3.60595367368965e-15,1,137,1416,"regulation of cell death","BP",7.18371534593046e-12
"635","GO:0001817",4.60644816720371e-15,1,78,607,"regulation of cytokine production","BP",8.41214209467517e-12
"10455","GO:0042221",7.51167990515763e-15,1,266,3543,"response to chemical","BP",1.26623810339711e-11
"15943","GO:0071310",9.60731411570829e-15,1,190,2254,"cellular response to organic substance","BP",1.50381915379737e-11
"6370","GO:0019221",2.46202499082833e-14,1,81,668,"cytokine-mediated signaling pathway","BP",3.59685437660081e-11
"15730","GO:0070887",3.71298921522325e-14,1,218,2756,"cellular response to chemical stimulus","BP",5.08540285390015e-11
"3890","GO:0008219",4.51442337733862e-14,1,160,1817,"cell death","BP",5.8193572877058e-11
"4455","GO:0009605",5.16372843000847e-14,1,190,2310,"response to external stimulus","BP",6.28655248973364e-11
"12842","GO:0048522",7.31243593753882e-14,1,326,4695,"positive regulation of cellular process","BP",8.33710673948284e-11
"634","GO:0001816",7.6089319517047e-14,1,80,666,"cytokine production","BP",8.33710673948284e-11
"3450","GO:0006954",9.7718774295262e-14,1,77,634,"inflammatory response","BP",1.01971867614589e-10
"7648","GO:0031325",1.29484215701568e-13,1,220,2813,"positive regulation of cellular metabolic process","BP",1.27855680349524e-10
"12838","GO:0048518",1.34191870404264e-13,1,350,5171,"positive regulation of biological process","BP",1.27855680349524e-10
"13474","GO:0051173",1.80977658459009e-13,1,210,2652,"positive regulation of nitrogen compound metabolic process","BP",1.65247683644614e-10
"715","GO:0001932",2.60080972319124e-13,1,120,1234,"regulation of protein phosphorylation","BP",2.27976577096051e-10
"14302","GO:0060255",2.81555208893989e-13,1,358,5339,"regulation of macromolecule metabolic process","BP",2.37307724911649e-10
